LINK,A,B,a0,a1,a2,a3,a4
88,53,407,1.059848485,0,0,0,0.047863006
89,54,56,0.333333333,0,0,0,0.001950922
90,54,230,0.333333333,0,0,0,0.001950922
91,55,59,0.333333333,0,0,0,0.001950922
92,56,102,0.333333333,0,0,0,0.001950922
93,57,54,0.333333333,0,0,0,0.001950922
94,57,235,0.333333333,0,0,0,0.001950922
95,58,137,0.333333333,0,0,0,0.001950922
96,58,145,0.333333333,0,0,0,0.001950922
97,59,146,0.333333333,0,0,0,0.001950922
98,60,102,0.333333333,0,0,0,0.001950922
99,60,230,0.333333333,0,0,0,0.001950922
100,61,136,0.333333333,0,0,0,0.001950922
101,62,2,1.090458488,0,0,0,0.006382199
102,63,62,1.090458488,0,0,0,0.01558154
103,64,63,0.545229244,0,0,0,0.00779077
104,64,189,0.333333333,0,0,0,0.004762993
105,65,64,0.349029327,0,0,0,0.004987273
106,66,65,0.229037588,0,0,0,0.003272714
107,67,66,0.272614622,0,0,0,0.003895385
108,67,260,0.5,0,0,0,1.828989483
109,68,67,1.755679471,0,0,0,0.025086869
110,69,68,0.272614622,0,0,0,0.003895385
111,69,258,0.5,0,0,0,1.828989483
112,70,69,1.406650145,0,0,0,0.020099596
113,71,70,0.272614622,0,0,0,0.003895385
114,71,255,0.5,0,0,0,1.828989483
115,72,71,0.272614622,0,0,0,0.003895385
116,73,72,0.468814539,0,0,0,0.006698882
117,73,141,0.333333333,0,0,0,0.004762993
118,74,73,1.090458488,0,0,0,0.01558154
119,75,3,1.090458488,0,0,0,0.006382199
120,76,75,1.090458488,0,0,0,0.01558154
121,77,76,0.468814539,0,0,0,0.006698882
122,77,141,0.333333333,0,0,0,0.004762993
123,78,77,0.272614622,0,0,0,0.003895385
124,79,78,0.272614622,0,0,0,0.003895385
125,79,256,0.5,0,0,0,1.828989483
126,80,79,1.406650145,0,0,0,0.020099596
127,81,80,0.272614622,0,0,0,0.003895385
128,81,259,0.5,0,0,0,1.828989483
129,82,81,1.755679471,0,0,0,0.025086869
130,83,82,0.272614622,0,0,0,0.003895385
131,83,261,0.5,0,0,0,1.828989483
132,84,83,0.229037588,0,0,0,0.003272714
133,85,84,0.349029327,0,0,0,0.004987273
134,86,85,0.545229244,0,0,0,0.00779077
135,86,189,0.333333333,0,0,0,0.004762993
136,87,86,1.090458488,0,0,0,0.01558154
137,88,1,1.090458488,0,0,0,0.006382199
138,89,88,1.090458488,0,0,0,0.01558154
139,90,89,0.272614622,0,0,0,0.003895385
140,90,293,0.5,0,0,0,1.828989483
141,91,90,0.229037588,0,0,0,0.003272714
142,92,91,0.316191656,0,0,0,0.004518056
143,93,92,0.349029327,0,0,0,0.004987273
144,93,183,0.333333333,0,0,0,0.004762993
145,93,195,0.333333333,0,0,0,0.004762993
146,94,93,0.697852127,0,0,0,0.009971595
147,95,94,0.272614622,0,0,0,0.003895385
148,95,290,0.5,0,0,0,1.828989483
149,96,95,1.243081371,0,0,0,0.017762365
150,97,96,0.272614622,0,0,0,0.003895385
151,97,288,0.5,0,0,0,1.828989483
152,98,97,0.621643949,0,0,0,0.008882658
153,99,98,0.272614622,0,0,0,0.003895385
154,99,283,0.5,0,0,0,1.828989483
155,100,99,0.392606361,0,0,0,0.005609945
156,101,100,0.272614622,0,0,0,0.003895385
157,101,278,0.5,0,0,0,1.828989483
158,102,101,0.774266832,0,0,0,0.011063484
159,103,59,0.333333333,0,0,0,0.001950922
160,103,61,0.333333333,0,0,0,0.001950922
161,103,237,0.333333333,0,0,0,0.001950922
162,104,103,0.774266832,0,0,0,0.011063484
163,105,104,0.272614622,0,0,0,0.003895385
164,105,279,0.5,0,0,0,1.828989483
165,106,105,0.392606361,0,0,0,0.005609945
166,107,106,0.272614622,0,0,0,0.003895385
167,107,284,0.5,0,0,0,1.828989483
168,108,107,0.621643949,0,0,0,0.008882658
169,109,108,0.272614622,0,0,0,0.003895385
170,109,289,0.5,0,0,0,1.828989483
171,110,109,1.243081371,0,0,0,0.017762365
172,111,110,0.272614622,0,0,0,0.003895385
173,111,291,0.5,0,0,0,1.828989483
174,112,111,0.697852127,0,0,0,0.009971595
175,113,112,0.349029327,0,0,0,0.004987273
176,113,183,0.333333333,0,0,0,0.004762993
177,113,195,0.333333333,0,0,0,0.004762993
178,114,113,0.316191656,0,0,0,0.004518056
179,115,114,0.229037588,0,0,0,0.003272714
180,116,115,0.272614622,0,0,0,0.003895385
181,116,294,0.5,0,0,0,1.828989483
182,117,116,1.090458488,0,0,0,0.01558154
183,118,5,1.090458488,0,0,0,0.006382199
184,119,118,1.090458488,0,0,0,0.01558154
185,120,119,0.272614622,0,0,0,0.003895385
186,120,400,0.5,0,0,0,1.828989483
187,121,120,0.545229244,0,0,0,0.00779077
188,122,121,0.621643949,0,0,0,0.008882658
189,123,122,0.272614622,0,0,0,0.003895385
190,123,382,0.5,0,0,0,1.828989483
191,124,123,0.8614209,0,0,0,0.012308826
192,125,124,0.272614622,0,0,0,0.003895385
193,125,366,0.5,0,0,0,1.828989483
194,126,125,0.8614209,0,0,0,0.012308826
195,127,126,0.272614622,0,0,0,0.003895385
196,127,350,0.5,0,0,0,1.828989483
197,128,127,0.621643949,0,0,0,0.008882658
198,129,128,0.316191656,0,0,0,0.004518056
199,130,129,0.272614622,0,0,0,0.003895385
200,130,324,0.5,0,0,0,1.828989483
201,131,130,0.8614209,0,0,0,0.012308826
202,132,131,0.316191656,0,0,0,0.004518056
203,132,314,0.5,0,0,0,1.828989483
204,133,132,0.468814539,0,0,0,0.006698882
205,134,133,0.349029327,0,0,0,0.004987273
206,135,134,0.272614622,0,0,0,0.003895385
207,135,298,0.5,0,0,0,1.828989483
208,136,135,0.152622883,0,0,0,0.002180825
209,137,136,0.632383313,0,0,0,0.009036113
210,138,60,0.333333333,0,0,0,0.001950922
211,138,137,0.130937629,0,0,0,0.001870965
212,138,236,0.333333333,0,0,0,0.001950922
213,139,138,1.090458488,0,0,0,0.01558154
214,140,139,0.272614622,0,0,0,0.003895385
215,140,265,0.5,0,0,0,1.828989483
216,141,140,0.937835605,0,0,0,0.013400715
217,142,72,0.333333333,0,0,0,0.004762993
218,142,76,0.333333333,0,0,0,0.004762993
219,143,142,0.937835605,0,0,0,0.013400715
220,144,143,0.272614622,0,0,0,0.003895385
221,144,264,0.5,0,0,0,1.828989483
222,145,144,0.894258571,0,0,0,0.012778043
223,146,145,0.119991739,0,0,0,0.00171456
224,147,57,0.333333333,0,0,0,0.001950922
225,147,146,0.763320942,0,0,0,0.010907078
226,148,147,0.229037588,0,0,0,0.003272714
227,149,148,0.272614622,0,0,0,0.003895385
228,149,297,0.5,0,0,0,1.828989483
229,150,149,0.349029327,0,0,0,0.004987273
230,151,150,0.229037588,0,0,0,0.003272714
231,152,151,0.621643949,0,0,0,0.008882658
232,152,310,0.5,0,0,0,1.828989483
233,153,152,0.697852127,0,0,0,0.009971595
234,154,153,0.272614622,0,0,0,0.003895385
235,154,323,0.5,0,0,0,1.828989483
236,155,154,0.316191656,0,0,0,0.004518056
237,156,155,0.621643949,0,0,0,0.008882658
238,157,156,0.272614622,0,0,0,0.003895385
239,157,349,0.5,0,0,0,1.828989483
240,158,157,0.8614209,0,0,0,0.012308826
241,159,158,0.272614622,0,0,0,0.003895385
242,159,365,0.5,0,0,0,1.828989483
243,160,159,0.8614209,0,0,0,0.012308826
244,161,160,0.272614622,0,0,0,0.003895385
245,161,381,0.5,0,0,0,1.828989483
246,162,161,0.621643949,0,0,0,0.008882658
247,163,162,0.545229244,0,0,0,0.00779077
248,164,163,0.272614622,0,0,0,0.003895385
249,164,399,0.5,0,0,0,1.828989483
250,165,164,1.090458488,0,0,0,0.01558154
251,166,6,1.090458488,0,0,0,0.006382199
252,167,166,1.090458488,0,0,0,0.01558154
253,168,167,0.272614622,0,0,0,0.003895385
254,168,409,0.5,0,0,0,1.828989483
255,169,168,0.774266832,0,0,0,0.011063484
256,170,169,0.349029327,0,0,0,0.004987273
257,171,170,0.065468815,0,0,0,0.000935483
258,171,216,0.333333333,0,0,0,0.004762993
259,172,171,0.283560512,0,0,0,0.004051791
260,172,393,0.5,0,0,0,1.828989483
261,173,172,0.50165221,0,0,0,0.007168099
262,174,173,0.229037588,0,0,0,0.003272714
263,175,174,0.272614622,0,0,0,0.003895385
264,175,377,0.5,0,0,0,1.828989483
265,176,175,0.817843866,0,0,0,0.011686155
266,177,176,0.272614622,0,0,0,0.003895385
267,177,360,0.5,0,0,0,1.828989483
268,178,177,0.817843866,0,0,0,0.011686155
269,179,178,0.272614622,0,0,0,0.003895385
270,179,336,0.5,0,0,0,1.828989483
271,180,179,1.908302354,0,0,0,0.027267695
272,181,180,0.272614622,0,0,0,0.003895385
273,181,307,0.5,0,0,0,1.828989483
274,182,181,0.152622883,0,0,0,0.002180825
275,183,182,0.392606361,0,0,0,0.005609945
276,184,92,0.333333333,0,0,0,0.004762993
277,184,112,0.333333333,0,0,0,0.004762993
278,184,183,0.392606361,0,0,0,0.005609945
279,185,184,0.741429162,0,0,0,0.010594267
280,186,185,0.392606361,0,0,0,0.005609945
281,187,186,0.272614622,0,0,0,0.003895385
282,187,272,0.5,0,0,0,1.828989483
283,188,187,0.894258571,0,0,0,0.012778043
284,189,188,0.774266832,0,0,0,0.011063484
285,190,63,0.333333333,0,0,0,0.004762993
286,190,85,0.333333333,0,0,0,0.004762993
287,191,190,0.774266832,0,0,0,0.011063484
288,192,191,0.894258571,0,0,0,0.012778043
289,193,192,0.272614622,0,0,0,0.003895385
290,193,271,0.5,0,0,0,1.828989483
291,194,193,0.392606361,0,0,0,0.005609945
292,195,194,0.741429162,0,0,0,0.010594267
293,196,92,0.333333333,0,0,0,0.004762993
294,196,112,0.333333333,0,0,0,0.004762993
295,196,195,0.392606361,0,0,0,0.005609945
296,197,196,0.392606361,0,0,0,0.005609945
297,198,197,0.152622883,0,0,0,0.002180825
298,199,198,0.272614622,0,0,0,0.003895385
299,199,306,0.5,0,0,0,1.828989483
300,200,199,1.908302354,0,0,0,0.027267695
301,201,200,0.272614622,0,0,0,0.003895385
302,201,335,0.5,0,0,0,1.828989483
303,202,201,0.817843866,0,0,0,0.011686155
304,203,202,0.272614622,0,0,0,0.003895385
305,203,359,0.5,0,0,0,1.828989483
306,204,203,0.817843866,0,0,0,0.011686155
307,205,204,0.272614622,0,0,0,0.003895385
308,205,376,0.5,0,0,0,1.828989483
309,206,205,0.229037588,0,0,0,0.003272714
310,207,206,0.50165221,0,0,0,0.007168099
311,208,207,0.283560512,0,0,0,0.004051791
312,209,208,0.065468815,0,0,0,0.000935483
313,209,392,0.5,0,0,0,1.828989483
314,210,209,0.349029327,0,0,0,0.004987273
315,210,250,0.333333333,0,0,0,0.004762993
316,211,210,0.774266832,0,0,0,0.011063484
317,212,211,0.272614622,0,0,0,0.003895385
318,212,408,0.5,0,0,0,1.828989483
319,213,212,1.090458488,0,0,0,0.01558154
320,214,7,1.090458488,0,0,0,0.006382199
321,215,214,1.090458488,0,0,0,0.006382199
322,216,215,0.392606361,0,0,0,0.002297833
323,217,169,0.333333333,0,0,0,0.004762993
324,217,216,0.588806278,0,0,0,0.003446146
325,218,217,0.283560512,0,0,0,0.001659613
326,218,392,0.5,0,0,0,1.828989483
327,219,218,0.774266832,0,0,0,0.004531603
328,220,219,0.50165221,0,0,0,0.002936053
329,220,363,0.5,0,0,0,1.828989483
330,221,220,1.166873193,0,0,0,0.006829436
331,222,221,0.316191656,0,0,0,0.001850596
332,223,222,0.425237505,0,0,0,0.002488816
333,223,346,0.5,0,0,0,1.828989483
334,224,223,0.970466749,0,0,0,0.005679915
335,225,224,0.621643949,0,0,0,0.003638337
336,225,330,0.5,0,0,0,1.828989483
337,226,225,0.937835605,0,0,0,0.005488933
338,227,226,0.392606361,0,0,0,0.002297833
339,227,311,0.5,0,0,0,1.828989483
340,228,227,1.090458488,0,0,0,0.006382199
341,229,228,0.468814539,0,0,0,0.002743862
342,229,277,0.5,0,0,0,1.828989483
343,230,229,0.119991739,0,0,0,0.000702284
344,231,56,0.333333333,0,0,0,0.001950922
345,231,230,0.294506402,0,0,0,0.001723677
346,232,58,0.333333333,0,0,0,0.001950922
347,232,231,0.316191656,0,0,0,0.001850596
348,233,232,1.090458488,0,0,0,0.006382199
349,234,4,1.090458488,0,0,0,0.006382199
350,235,234,1.090458488,0,0,0,0.006382199
351,236,235,0.119991739,0,0,0,0.000702284
352,237,236,0.250722842,0,0,0,0.001467422
353,238,55,0.333333333,0,0,0,0.001950922
354,238,61,0.333333333,0,0,0,0.001950922
355,238,237,0.229037588,0,0,0,0.001340503
356,239,238,0.229037588,0,0,0,0.001340503
357,240,239,0.468814539,0,0,0,0.002743862
358,240,299,0.5,0,0,0,1.828989483
359,241,240,0.937835605,0,0,0,0.005488933
360,242,241,0.621643949,0,0,0,0.003638337
361,242,317,0.5,0,0,0,1.828989483
362,243,242,0.937835605,0,0,0,0.005488933
363,244,243,0.392606361,0,0,0,0.002297833
364,244,339,0.5,0,0,0,1.828989483
365,245,244,1.046881454,0,0,0,0.006127153
366,246,245,0.621643949,0,0,0,0.003638337
367,246,347,0.5,0,0,0,1.828989483
368,247,246,1.166873193,0,0,0,0.006829436
369,248,247,0.392606361,0,0,0,0.002297833
370,248,374,0.5,0,0,0,1.828989483
371,249,248,0.894258571,0,0,0,0.005233886
372,250,249,0.359768691,0,0,0,0.002105642
373,251,250,0.054522924,0,0,0,0.00031911
374,251,391,0.5,0,0,0,1.828989483
375,252,208,0.333333333,0,0,0,0.004762993
376,252,251,0.523337464,0,0,0,0.003062972
377,253,252,1.090458488,0,0,0,0.006382199
378,254,15,1,0,0,0,0.045160234
379,254,255,2,0,0,0,0.090320468
380,255,70,0.5,0,0,0,1.828989483
381,255,254,2,0,0,0,0.090320468
382,255,256,0.5,0,0,0,0.022580117
383,256,78,0.5,0,0,0,1.828989483
384,256,255,0.5,0,0,0,0.022580117
385,256,266,1.920075758,0,0,0,0.086711071
386,257,14,1,0,0,0,0.045160234
387,257,258,2,0,0,0,0.090320468
388,258,68,0.5,0,0,0,1.828989483
389,258,257,2,0,0,0,0.090320468
390,258,259,0.5,0,0,0,0.022580117
391,259,80,0.5,0,0,0,1.828989483
392,259,258,0.5,0,0,0,0.022580117
393,259,267,1.920075758,0,0,0,0.086711071
394,260,66,0.5,0,0,0,1.828989483
395,260,261,0.5,0,0,0,0.022580117
396,261,82,0.5,0,0,0,1.828989483
397,261,260,0.5,0,0,0,0.022580117
398,261,269,1.859848485,0,0,0,0.083991193
399,262,13,1,0,0,0,0.045160234
400,262,273,2,0,0,0,0.090320468
401,263,16,1,0,0,0,0.045160234
402,263,264,2,0,0,0,0.090320468
403,264,143,0.5,0,0,0,1.828989483
404,264,263,2,0,0,0,0.090320468
405,264,265,0.5,0,0,0,0.022580117
406,265,139,0.5,0,0,0,1.828989483
407,265,264,0.5,0,0,0,0.022580117
408,265,266,1,0,0,0,0.045160234
409,266,24,0.149068323,0,0,0,0.000227109
410,266,39,1.459848485,0,0,0,0.065927099
411,266,256,1.920075758,0,0,0,0.086711071
412,266,265,1,0,0,0,0.045160234
413,266,277,3.579924242,0,0,0,0.161670217
414,267,24,0.149068323,0,0,0,0.000227109
415,267,39,1.459848485,0,0,0,0.065927099
416,267,259,1.920075758,0,0,0,0.086711071
417,267,268,1,0,0,0,0.045160234
418,267,281,1.640151515,0,0,0,0.074069626
419,268,25,0.149068323,0,0,0,0.000227109
420,268,40,1.320075758,0,0,0,0.05961493
421,268,267,1,0,0,0,0.045160234
422,268,287,1.720075758,0,0,0,0.077679024
423,269,25,0.149068323,0,0,0,0.000227109
424,269,40,1.320075758,0,0,0,0.05961493
425,269,261,1.859848485,0,0,0,0.083991193
426,269,270,1,0,0,0,0.045160234
427,269,290,2.5,0,0,0,0.112900585
428,270,269,1,0,0,0,0.045160234
429,270,271,0.579924242,0,0,0,0.026189515
430,271,192,0.5,0,0,0,1.828989483
431,271,270,0.579924242,0,0,0,0.026189515
432,271,272,0.5,0,0,0,0.022580117
433,272,186,0.5,0,0,0,1.828989483
434,272,271,0.5,0,0,0,0.022580117
435,272,273,2.279924242,0,0,0,0.102961913
436,273,26,0.149068323,0,0,0,0.000227109
437,273,41,1,0,0,0,0.045160234
438,273,262,2,0,0,0,0.090320468
439,273,272,0.279924242,0,0,0,0.012641444
440,273,292,2,0,0,0,0.090320468
441,274,26,0.149068323,0,0,0,0.000227109
442,274,41,1,0,0,0,0.045160234
443,274,275,2,0,0,0,0.090320468
444,274,293,1.420075758,0,0,0,0.064130954
445,275,12,1,0,0,0,0.045160234
446,275,274,2,0,0,0,0.090320468
447,276,17,1,0,0,0,0.045160234
448,276,296,2,0,0,0,0.090320468
449,277,228,0.5,0,0,0,1.828989483
450,277,266,3.579924242,0,0,0,0.161670217
451,277,299,0.720075758,0,0,0,0.03251879
452,278,100,0.5,0,0,0,1.828989483
453,278,279,0.5,0,0,0,0.022580117
454,279,104,0.5,0,0,0,1.828989483
455,279,278,0.5,0,0,0,0.022580117
456,279,280,0.420075758,0,0,0,0.01897072
457,280,279,0.420075758,0,0,0,0.01897072
458,280,300,0.420075758,0,0,0,0.01897072
459,281,267,1.640151515,0,0,0,0.074069626
460,281,282,0.579924242,0,0,0,0.026189515
461,282,281,0.579924242,0,0,0,0.026189515
462,282,283,0.359848485,0,0,0,0.016250842
463,283,98,0.5,0,0,0,1.828989483
464,283,282,0.359848485,0,0,0,0.016250842
465,283,284,0.5,0,0,0,0.022580117
466,284,106,0.5,0,0,0,1.828989483
467,284,283,0.5,0,0,0,0.022580117
468,284,285,0.279924242,0,0,0,0.012641444
469,285,284,0.279924242,0,0,0,0.012641444
470,285,286,0.579924242,0,0,0,0.026189515
471,286,285,0.579924242,0,0,0,0.026189515
472,286,302,0.420075758,0,0,0,0.01897072
473,287,268,1.720075758,0,0,0,0.077679024
474,287,288,0.720075758,0,0,0,0.03251879
475,288,96,0.5,0,0,0,1.828989483
476,288,287,0.720075758,0,0,0,0.03251879
477,288,289,0.5,0,0,0,0.022580117
478,289,108,0.5,0,0,0,1.828989483
479,289,288,0.5,0,0,0,0.022580117
480,289,303,1.220075758,0,0,0,0.055098907
481,290,94,0.5,0,0,0,1.828989483
482,290,269,2.5,0,0,0,0.112900585
483,290,291,0.5,0,0,0,0.022580117
484,291,110,0.5,0,0,0,1.828989483
485,291,290,0.5,0,0,0,0.022580117
486,291,304,1.279924242,0,0,0,0.057801678
487,292,273,2,0,0,0,0.090320468
488,292,305,1.859848485,0,0,0,0.083991193
489,293,89,0.5,0,0,0,1.828989483
490,293,274,1.420075758,0,0,0,0.064130954
491,293,294,0.5,0,0,0,0.022580117
492,294,115,0.5,0,0,0,1.828989483
493,294,293,0.5,0,0,0,0.022580117
494,294,295,0.279924242,0,0,0,0.012641444
495,295,294,0.279924242,0,0,0,0.012641444
496,295,308,0.720075758,0,0,0,0.03251879
497,296,276,2,0,0,0,0.090320468
498,296,297,0.420075758,0,0,0,0.01897072
499,296,310,1.579924242,0,0,0,0.071349749
500,297,148,0.5,0,0,0,1.828989483
501,297,296,0.420075758,0,0,0,0.01897072
502,297,298,0.5,0,0,0,0.022580117
503,298,134,0.5,0,0,0,1.828989483
504,298,297,0.5,0,0,0,0.022580117
505,298,299,1.140151515,0,0,0,0.051489509
506,299,239,0.5,0,0,0,1.828989483
507,299,277,0.720075758,0,0,0,0.03251879
508,299,298,1.140151515,0,0,0,0.051489509
509,299,300,1,0,0,0,0.045160234
510,299,315,1.920075758,0,0,0,0.086711071
511,300,280,0.420075758,0,0,0,0.01897072
512,300,299,1,0,0,0,0.045160234
513,300,301,0.5,0,0,0,0.022580117
514,300,316,1.920075758,0,0,0,0.086711071
515,301,300,0.5,0,0,0,0.022580117
516,301,302,0.5,0,0,0,0.022580117
517,302,27,0.149068323,0,0,0,0.000227109
518,302,42,1,0,0,0,0.045160234
519,302,286,0.420075758,0,0,0,0.01897072
520,302,301,0.5,0,0,0,0.022580117
521,302,311,1.140151515,0,0,0,0.051489509
522,303,27,0.149068323,0,0,0,0.000227109
523,303,28,0.149068323,0,0,0,0.000227109
524,303,42,1,0,0,0,0.045160234
525,303,43,1.540151515,0,0,0,0.069553603
526,303,289,1.220075758,0,0,0,0.055098907
527,303,319,2.140151515,0,0,0,0.096649744
528,304,28,0.149068323,0,0,0,0.000227109
529,304,43,1.540151515,0,0,0,0.069553603
530,304,291,1.279924242,0,0,0,0.057801678
531,304,305,0.920075758,0,0,0,0.041550837
532,304,312,0.279924242,0,0,0,0.012641444
533,305,292,1.859848485,0,0,0,0.083991193
534,305,304,0.920075758,0,0,0,0.041550837
535,305,306,0.720075758,0,0,0,0.03251879
536,305,321,3.279924242,0,0,0,0.148122147
537,306,198,0.5,0,0,0,1.828989483
538,306,305,0.720075758,0,0,0,0.03251879
539,306,307,0.5,0,0,0,0.022580117
540,307,180,0.5,0,0,0,1.828989483
541,307,306,0.5,0,0,0,0.022580117
542,307,308,0.5,0,0,0,0.022580117
543,308,29,0.149068323,0,0,0,0.000227109
544,308,44,1,0,0,0,0.045160234
545,308,295,0.720075758,0,0,0,0.03251879
546,308,307,0.5,0,0,0,0.022580117
547,308,309,2,0,0,0,0.090320468
548,309,11,1,0,0,0,0.045160234
549,309,308,2,0,0,0,0.090320468
550,310,151,0.5,0,0,0,1.828989483
551,310,296,1.579924242,0,0,0,0.071349749
552,310,313,0.279924242,0,0,0,0.012641444
553,311,226,0.5,0,0,0,1.828989483
554,311,302,1.140151515,0,0,0,0.051489509
555,311,317,0.720075758,0,0,0,0.03251879
556,312,304,0.279924242,0,0,0,0.012641444
557,312,320,2.720075758,0,0,0,0.122839258
558,313,310,0.279924242,0,0,0,0.012641444
559,313,314,0.779924242,0,0,0,0.035221561
560,313,325,1.720075758,0,0,0,0.077679024
561,314,131,0.5,0,0,0,1.828989483
562,314,313,0.279924242,0,0,0,0.012641444
563,314,315,1.640151515,0,0,0,0.074069626
564,315,299,1.920075758,0,0,0,0.086711071
565,315,314,1.720075758,0,0,0,0.077679024
566,315,316,2.579924242,0,0,0,0.116509983
567,315,327,1.079924242,0,0,0,0.048769632
568,316,300,1.920075758,0,0,0,0.086711071
569,316,315,1,0,0,0,0.045160234
570,316,317,0.859848485,0,0,0,0.038830959
571,316,328,1.079924242,0,0,0,0.048769632
572,317,241,0.5,0,0,0,1.828989483
573,317,311,0.720075758,0,0,0,0.03251879
574,317,316,1,0,0,0,0.045160234
575,317,318,1.140151515,0,0,0,0.051489509
576,317,329,1.079924242,0,0,0,0.048769632
577,318,317,1.140151515,0,0,0,0.051489509
578,318,319,1,0,0,0,0.045160234
579,319,303,2.140151515,0,0,0,0.096649744
580,319,318,0.859848485,0,0,0,0.038830959
581,319,320,1,0,0,0,0.045160234
582,319,330,0.859848485,0,0,0,0.038830959
583,320,312,2.720075758,0,0,0,0.122839258
584,320,319,2.579924242,0,0,0,0.116509983
585,320,321,1.720075758,0,0,0,0.077679024
586,320,332,0.720075758,0,0,0,0.03251879
587,321,305,3.279924242,0,0,0,0.148122147
588,321,320,1.640151515,0,0,0,0.074069626
589,321,333,0.720075758,0,0,0,0.03251879
590,321,334,0.279924242,0,0,0,0.012641444
591,322,18,1,0,0,0,0.045160234
592,322,323,2,0,0,0,0.090320468
593,323,153,0.5,0,0,0,1.828989483
594,323,322,2,0,0,0,0.090320468
595,323,324,0.5,0,0,0,0.022580117
596,324,129,0.5,0,0,0,1.828989483
597,324,323,0.5,0,0,0,0.022580117
598,324,325,0.579924242,0,0,0,0.026189515
599,325,313,1.720075758,0,0,0,0.077679024
600,325,324,0.579924242,0,0,0,0.026189515
601,325,326,0.859848485,0,0,0,0.038830959
602,325,340,0.359848485,0,0,0,0.016250842
603,326,325,0.859848485,0,0,0,0.038830959
604,326,327,1.579924242,0,0,0,0.071349749
605,327,315,1.079924242,0,0,0,0.048769632
606,327,326,1.579924242,0,0,0,0.071349749
607,327,328,1,0,0,0,0.045160234
608,327,341,1,0,0,0,0.045160234
