LINK,A,B,a0,a1,a2,a3,a4
58,59,605,0,0,0,0,0.0
59,60,606,0,0,0,0,0.0
60,61,607,0,0,0,0,0.0
61,62,608,0,0,0,0,0.0
62,63,609,0,0,0,0,0.0
63,64,610,0,0,0,0,0.0
64,65,611,0,0,0,0,0.0
65,66,612,0,0,0,0,0.0
66,67,613,0,0,0,0,0.0
67,68,614,0,0,0,0,0.0
68,69,615,0,0,0,0,0.0
69,70,616,0,0,0,0,0.0
70,71,617,0,0,0,0,0.0
71,72,618,0,0,0,0,0.0
72,73,619,0,0,0,0,0.0
73,74,620,0,0,0,0,0.0
74,75,621,0,0,0,0,0.0
75,76,622,0,0,0,0,0.0
76,77,623,0,0,0,0,0.0
77,78,624,0,0,0,0,0.0
78,79,625,0,0,0,0,0.0
79,80,626,0,0,0,0,0.0
80,81,627,0,0,0,0,0.0
81,82,628,0,0,0,0,0.0
82,83,629,0,0,0,0,0.0
83,84,630,0,0,0,0,0.0
84,85,631,0,0,0,0,0.0
85,86,632,0,0,0,0,0.0
86,87,633,0,0,0,0,0.0
87,88,634,0,0,0,0,0.0
88,89,635,0,0,0,0,0.0
89,90,636,0,0,0,0,0.0
90,91,637,0,0,0,0,0.0
91,92,638,0,0,0,0,0.0
92,93,639,0,0,0,0,0.0
93,94,640,0,0,0,0,0.0
94,95,641,0,0,0,0,0.0
95,96,642,0,0,0,0,0.0
96,97,643,0,0,0,0,0.0
97,98,644,0,0,0,0,0.0
98,99,645,0,0,0,0,0.0
99,100,646,0,0,0,0,0.0
100,101,647,0,0,0,0,0.0
101,102,648,0,0,0,0,0.0
102,103,649,0,0,0,0,0.0
103,104,650,0,0,0,0,0.0
104,105,651,0,0,0,0,0.0
105,106,652,0,0,0,0,0.0
106,107,653,0,0,0,0,0.0
107,108,654,0,0,0,0,0.0
108,109,655,0,0,0,0,0.0
109,110,656,0,0,0,0,0.0
110,111,657,0,0,0,0,0.0
111,112,658,0,0,0,0,0.0
112,113,659,0,0,0,0,0.0
113,114,660,0,0,0,0,0.0
114,115,661,0,0,0,0,0.0
115,116,662,0,0,0,0,0.0
116,117,663,0,0,0,0,0.0
117,118,664,0,0,0,0,0.0
118,119,665,0,0,0,0,0.0
119,120,666,0,0,0,0,0.0
120,121,667,0,0,0,0,0.0
121,122,668,0,0,0,0,0.0
122,123,669,0,0,0,0,0.0
123,124,670,0,0,0,0,0.0
124,125,671,0,0,0,0,0.0
125,126,672,0,0,0,0,0.0
126,127,673,0,0,0,0,0.0
127,128,674,0,0,0,0,0.0
128,129,675,0,0,0,0,0.0
129,130,676,0,0,0,0,0.0
130,131,677,0,0,0,0,0.0
131,132,678,0,0,0,0,0.0
132,133,679,0,0,0,0,0.0
133,134,680,0,0,0,0,0.0
134,135,681,0,0,0,0,0.0
135,136,682,0,0,0,0,0.0
136,137,683,0,0,0,0,0.0
137,138,684,0,0,0,0,0.0
138,139,685,0,0,0,0,0.0
139,140,686,0,0,0,0,0.0
140,141,687,0,0,0,0,0.0
141,142,688,0,0,0,0,0.0
142,143,689,0,0,0,0,0.0
143,144,690,0,0,0,0,0.0
144,145,691,0,0,0,0,0.0
145,146,692,0,0,0,0,0.0
146,147,693,0,0,0,0,0.0
147,148,694,0,0,0,0,0.0
148,149,695,0,0,0,0,0.0
149,150,696,0,0,0,0,0.0
150,151,697,0,0,0,0,0.0
151,152,698,0,0,0,0,0.0
152,153,699,0,0,0,0,0.0
153,154,700,0,0,0,0,0.0
154,155,701,0,0,0,0,0.0
155,156,702,0,0,0,0,0.0
156,157,703,0,0,0,0,0.0
157,158,704,0,0,0,0,0.0
158,159,705,0,0,0,0,0.0
159,160,706,0,0,0,0,0.0
160,161,707,0,0,0,0,0.0
161,162,708,0,0,0,0,0.0
162,163,709,0,0,0,0,0.0
163,164,710,0,0,0,0,0.0
164,165,711,0,0,0,0,0.0
165,166,712,0,0,0,0,0.0
166,167,713,0,0,0,0,0.0
167,168,714,0,0,0,0,0.0
168,169,715,0,0,0,0,0.0
169,170,716,0,0,0,0,0.0
170,171,717,0,0,0,0,0.0
171,172,718,0,0,0,0,0.0
172,173,719,0,0,0,0,0.0
173,174,720,0,0,0,0,0.0
174,175,721,0,0,0,0,0.0
175,176,722,0,0,0,0,0.0
176,177,723,0,0,0,0,0.0
177,178,724,0,0,0,0,0.0
178,179,725,0,0,0,0,0.0
179,180,726,0,0,0,0,0.0
180,181,727,0,0,0,0,0.0
181,182,728,0,0,0,0,0.0
182,183,729,0,0,0,0,0.0
183,184,730,0,0,0,0,0.0
184,185,731,0,0,0,0,0.0
185,186,732,0,0,0,0,0.0
186,187,733,0,0,0,0,0.0
187,188,734,0,0,0,0,0.0
188,189,735,0,0,0,0,0.0
189,190,736,0,0,0,0,0.0
190,191,737,0,0,0,0,0.0
191,192,738,0,0,0,0,0.0
192,193,739,0,0,0,0,0.0
193,194,740,0,0,0,0,0.0
194,195,741,0,0,0,0,0.0
195,196,742,0,0,0,0,0.0
196,197,743,0,0,0,0,0.0
197,198,744,0,0,0,0,0.0
198,199,745,0,0,0,0,0.0
199,200,746,0,0,0,0,0.0
200,201,747,0,0,0,0,0.0
201,202,748,0,0,0,0,0.0
202,203,749,0,0,0,0,0.0
203,204,750,0,0,0,0,0.0
204,205,751,0,0,0,0,0.0
205,206,752,0,0,0,0,0.0
206,207,753,0,0,0,0,0.0
207,208,754,0,0,0,0,0.0
208,209,755,0,0,0,0,0.0
209,210,756,0,0,0,0,0.0
210,211,757,0,0,0,0,0.0
211,212,758,0,0,0,0,0.0
212,213,759,0,0,0,0,0.0
213,214,760,0,0,0,0,0.0
214,215,761,0,0,0,0,0.0
215,216,762,0,0,0,0,0.0
216,217,763,0,0,0,0,0.0
217,218,764,0,0,0,0,0.0
218,219,765,0,0,0,0,0.0
219,220,766,0,0,0,0,0.0
220,221,767,0,0,0,0,0.0
221,222,768,0,0,0,0,0.0
222,223,769,0,0,0,0,0.0
223,224,770,0,0,0,0,0.0
224,225,771,0,0,0,0,0.0
225,226,772,0,0,0,0,0.0
226,227,773,0,0,0,0,0.0
227,228,774,0,0,0,0,0.0
228,229,775,0,0,0,0,0.0
229,230,776,0,0,0,0,0.0
230,231,777,0,0,0,0,0.0
231,232,778,0,0,0,0,0.0
232,233,779,0,0,0,0,0.0
233,234,780,0,0,0,0,0.0
234,235,781,0,0,0,0,0.0
235,236,782,0,0,0,0,0.0
236,237,783,0,0,0,0,0.0
237,238,784,0,0,0,0,0.0
238,239,785,0,0,0,0,0.0
239,240,786,0,0,0,0,0.0
240,241,787,0,0,0,0,0.0
241,242,788,0,0,0,0,0.0
242,243,789,0,0,0,0,0.0
243,244,790,0,0,0,0,0.0
244,245,791,0,0,0,0,0.0
245,246,792,0,0,0,0,0.0
246,247,793,0,0,0,0,0.0
247,248,794,0,0,0,0,0.0
248,249,795,0,0,0,0,0.0
249,250,796,0,0,0,0,0.0
250,251,797,0,0,0,0,0.0
251,252,798,0,0,0,0,0.0
252,253,799,0,0,0,0,0.0
253,254,800,0,0,0,0,0.0
254,255,801,0,0,0,0,0.0
255,256,802,0,0,0,0,0.0
256,257,803,0,0,0,0,0.0
257,258,804,0,0,0,0,0.0
258,259,805,0,0,0,0,0.0
259,260,806,0,0,0,0,0.0
260,261,807,0,0,0,0,0.0
261,262,808,0,0,0,0,0.0
262,263,809,0,0,0,0,0.0
263,264,810,0,0,0,0,0.0
264,265,811,0,0,0,0,0.0
265,266,812,0,0,0,0,0.0
266,267,813,0,0,0,0,0.0
267,268,814,0,0,0,0,0.0
268,269,815,0,0,0,0,0.0
269,270,816,0,0,0,0,0.0
270,271,817,0,0,0,0,0.0
271,272,818,0,0,0,0,0.0
272,273,819,0,0,0,0,0.0
273,274,820,0,0,0,0,0.0
274,275,821,0,0,0,0,0.0
275,276,822,0,0,0,0,0.0
276,277,823,0,0,0,0,0.0
277,278,824,0,0,0,0,0.0
278,279,825,0,0,0,0,0.0
279,280,826,0,0,0,0,0.0
280,281,827,0,0,0,0,0.0
281,282,828,0,0,0,0,0.0
282,283,829,0,0,0,0,0.0
283,284,830,0,0,0,0,0.0
284,285,831,0,0,0,0,0.0
285,286,832,0,0,0,0,0.0
286,287,833,0,0,0,0,0.0
287,288,834,0,0,0,0,0.0
288,289,835,0,0,0,0,0.0
289,290,836,0,0,0,0,0.0
290,291,837,0,0,0,0,0.0
291,292,838,0,0,0,0,0.0
292,293,839,0,0,0,0,0.0
293,294,840,0,0,0,0,0.0
294,295,841,0,0,0,0,0.0
295,296,842,0,0,0,0,0.0
296,297,843,0,0,0,0,0.0
297,298,844,0,0,0,0,0.0
298,299,845,0,0,0,0,0.0
299,300,846,0,0,0,0,0.0
300,301,847,0,0,0,0,0.0
301,302,848,0,0,0,0,0.0
302,303,849,0,0,0,0,0.0
303,304,850,0,0,0,0,0.0
304,305,851,0,0,0,0,0.0
305,306,852,0,0,0,0,0.0
306,307,853,0,0,0,0,0.0
307,308,854,0,0,0,0,0.0
308,309,855,0,0,0,0,0.0
309,310,856,0,0,0,0,0.0
310,311,857,0,0,0,0,0.0
311,312,858,0,0,0,0,0.0
312,313,859,0,0,0,0,0.0
313,314,860,0,0,0,0,0.0
314,315,861,0,0,0,0,0.0
315,316,862,0,0,0,0,0.0
316,317,863,0,0,0,0,0.0
317,318,864,0,0,0,0,0.0
318,319,865,0,0,0,0,0.0
319,320,866,0,0,0,0,0.0
320,321,867,0,0,0,0,0.0
321,322,868,0,0,0,0,0.0
322,323,869,0,0,0,0,0.0
323,324,870,0,0,0,0,0.0
324,325,871,0,0,0,0,0.0
325,326,872,0,0,0,0,0.0
326,327,873,0,0,0,0,0.0
327,328,874,0,0,0,0,0.0
328,329,875,0,0,0,0,0.0
329,330,876,0,0,0,0,0.0
330,331,877,0,0,0,0,0.0
331,332,878,0,0,0,0,0.0
332,333,879,0,0,0,0,0.0
333,334,880,0,0,0,0,0.0
334,335,881,0,0,0,0,0.0
335,336,882,0,0,0,0,0.0
336,337,883,0,0,0,0,0.0
337,338,884,0,0,0,0,0.0
338,339,885,0,0,0,0,0.0
339,340,886,0,0,0,0,0.0
340,341,887,0,0,0,0,0.0
341,342,888,0,0,0,0,0.0
342,343,889,0,0,0,0,0.0
343,344,890,0,0,0,0,0.0
344,345,891,0,0,0,0,0.0
345,346,892,0,0,0,0,0.0
346,347,893,0,0,0,0,0.0
347,348,894,0,0,0,0,0.0
348,349,895,0,0,0,0,0.0
349,350,896,0,0,0,0,0.0
350,351,897,0,0,0,0,0.0
351,352,898,0,0,0,0,0.0
352,353,899,0,0,0,0,0.0
353,354,900,0,0,0,0,0.0
354,355,901,0,0,0,0,0.0
355,356,902,0,0,0,0,0.0
356,357,903,0,0,0,0,0.0
357,358,904,0,0,0,0,0.0
358,359,905,0,0,0,0,0.0
359,360,906,0,0,0,0,0.0
360,361,907,0,0,0,0,0.0
361,362,908,0,0,0,0,0.0
362,363,909,0,0,0,0,0.0
363,364,910,0,0,0,0,0.0
364,365,911,0,0,0,0,0.0
365,366,912,0,0,0,0,0.0
366,367,913,0,0,0,0,0.0
367,368,914,0,0,0,0,0.0
368,369,915,0,0,0,0,0.0
369,370,916,0,0,0,0,0.0
370,371,917,0,0,0,0,0.0
371,372,918,0,0,0,0,0.0
372,373,919,0,0,0,0,0.0
373,374,920,0,0,0,0,0.0
374,375,921,0,0,0,0,0.0
375,376,922,0,0,0,0,0.0
376,377,923,0,0,0,0,0.0
377,378,924,0,0,0,0,0.0
378,379,925,0,0,0,0,0.0
379,380,926,0,0,0,0,0.0
380,381,927,0,0,0,0,0.0
381,382,928,0,0,0,0,0.0
382,383,929,0,0,0,0,0.0
383,384,930,0,0,0,0,0.0
384,385,931,0,0,0,0,0.0
385,386,932,0,0,0,0,0.0
386,387,933,0,0,0,0,0.0
387,388,390,11.09,0,0,0,2.83785755935
388,388,391,5.98,0,0,0,1.530242399
389,388,708,2.9,0,0,0,6.96
390,388,802,4.78,0,0,0,11.472
391,389,390,4.34,0,0,0,166.656
392,389,801,9.58,0,0,0,9.4175232
393,389,914,3.96,0,0,0,3.8928384
394,390,388,11.09,0,0,0,2.83785755935
395,390,389,4.34,0,0,0,166.656
396,390,925,6.93,0,0,0,1.77334110787
397,391,388,5.98,0,0,0,1.530242399
398,391,392,4.22,0,0,0,1.07987005414
399,391,709,0.53,0,0,0,0.251259259259
400,391,715,6.36,0,0,0,3.01511111111
401,392,391,4.22,0,0,0,1.07987005414
402,392,393,2.55,0,0,0,0.652528113286
403,392,713,1.05,0,0,0,40.32
404,392,717,2.98,0,0,0,114.432
405,393,392,2.55,0,0,0,0.652528113286
406,393,394,3.42,0,0,0,0.2101248
407,393,712,2.62,0,0,0,0.670440649729
408,393,716,1.87,0,0,0,0.47852061641
409,394,393,3.42,0,0,0,0.2101248
410,394,395,2.42,0,0,0,0.1486848
411,394,584,4.97,0,0,0,3053.568
412,394,601,1.75,0,0,0,1075.2
413,395,394,2.42,0,0,0,0.1486848
414,395,396,3.65,0,0,0,0.224256
415,395,584,3.88,0,0,0,0.992866305706
416,395,600,1.36,0,0,0,0.348014993753
417,396,395,3.65,0,0,0,0.224256
418,396,397,2.11,0,0,0,0.1296384
419,397,396,2.11,0,0,0,0.1296384
420,397,398,2.36,0,0,0,0.1449984
421,397,588,3.02,0,0,0,1.4317037037
422,397,604,1.28,0,0,0,0.606814814815
423,398,397,2.36,0,0,0,0.1449984
424,398,399,0.72,0,0,0,0.0442368
425,398,400,2.11,0,0,0,0.0453900073527
426,398,403,3.06,0,0,0,0.0286875
427,399,398,0.72,0,0,0,0.0442368
428,399,537,4.28,0,0,0,0.2629632
429,399,604,3.32,0,0,0,0.053097875885
430,399,609,0.88,0,0,0,0.0140741357768
431,400,398,2.11,0,0,0,0.0453900073527
432,400,401,4.09,0,0,0,0.2512896
433,400,587,0.88,0,0,0,540.672
434,400,609,6.72,0,0,0,4128.768
435,401,400,4.09,0,0,0,0.2512896
436,401,402,1.69,0,0,0,0.1038336
437,401,585,1.7,0,0,0,0.0503703703704
438,401,590,1.81,0,0,0,0.0536296296296
439,402,401,1.69,0,0,0,0.1038336
440,403,398,3.06,0,0,0,0.0286875
441,403,404,3.26,0,0,0,0.0701286369525
442,403,606,2.84,0,0,0,21.5419259259
443,403,611,2.07,0,0,0,15.7013333333
444,404,403,3.26,0,0,0,0.0701286369525
445,404,405,1.05,0,0,0,0.064512
446,404,675,3.14,0,0,0,0.131768048631
447,404,680,1.27,0,0,0,0.053294720306
448,405,404,1.05,0,0,0,0.064512
449,405,406,2.53,0,0,0,0.1554432
450,405,488,1.01,0,0,0,0.0620544
451,406,405,2.53,0,0,0,0.1554432
452,406,407,3.31,0,0,0,0.2033664
453,406,677,2,0,0,0,0.948148148148
454,406,682,2.45,0,0,0,1.16148148148
455,407,406,3.31,0,0,0,0.2033664
456,407,408,3.25,0,0,0,0.19968
457,407,687,1.71,0,0,0,0.0367852666223
458,407,692,2.47,0,0,0,0.05313427401
459,408,407,3.25,0,0,0,0.19968
460,408,409,2.17,0,0,0,0.1333248
461,408,689,2.19,0,0,0,5.256
462,408,694,2.11,0,0,0,5.064
463,409,408,2.17,0,0,0,0.1333248
464,409,410,3.93,0,0,0,0.2414592
465,409,538,1.47,0,0,0,0.0903168
466,409,539,2.86,0,0,0,0.1757184
467,410,409,3.93,0,0,0,0.2414592
468,410,411,2.72,0,0,0,0.696029987505
469,410,690,2.9,0,0,0,6.96
470,410,700,1.09,0,0,0,2.616
471,411,410,2.72,0,0,0,0.696029987505
472,411,412,2.73,0,0,0,0.698588921283
473,411,685,3.04,0,0,0,0.0900740740741
474,411,695,1.04,0,0,0,0.0308148148148
475,412,411,2.73,0,0,0,0.698588921283
476,412,413,2.61,0,0,0,0.667881715952
477,413,412,2.61,0,0,0,0.667881715952
478,413,414,2.62,0,0,0,0.670440649729
479,413,730,3.35,0,0,0,0.5025
480,413,734,0.65,0,0,0,0.0975
481,414,413,2.62,0,0,0,0.670440649729
482,414,415,4.1,0,0,0,1.04916284881
483,414,731,3.29,0,0,0,0.841889212828
484,414,735,0.54,0,0,0,0.13818242399
485,415,414,4.1,0,0,0,1.04916284881
486,415,416,5.67,0,0,0,1.4509154519
487,415,727,4.8,0,0,0,1.22828821324
488,415,733,3.01,0,0,0,0.770239067055
489,416,415,5.67,0,0,0,1.4509154519
490,416,417,5.15,0,0,0,1.31785089546
491,416,726,1.54,0,0,0,3.696
492,416,732,5.28,0,0,0,12.672
493,417,416,5.15,0,0,0,1.31785089546
494,417,732,9.84,0,0,0,2.51799083715
495,417,913,3.45,0,0,0,0.882832153269
496,417,926,6.29,0,0,0,1.60956934611
497,418,419,5.27,0,0,0,0.3237888
498,418,921,3.86,0,0,0,9.264
499,418,922,4.77,0,0,0,11.448
500,418,923,8.98,0,0,0,0.5517312
501,419,418,5.27,0,0,0,0.3237888
502,419,420,4.47,0,0,0,0.2746368
503,419,739,5.07,0,0,0,38.4568888889
504,419,743,1.44,0,0,0,10.9226666667
505,420,419,4.47,0,0,0,0.2746368
506,420,421,3.29,0,0,0,0.2021376
507,420,751,2.57,0,0,0,1.21837037037
508,420,752,1.68,0,0,0,0.796444444444
509,421,420,3.29,0,0,0,0.2021376
510,421,422,3.53,0,0,0,0.2168832
511,421,753,0.94,0,0,0,2.256
512,421,754,2.86,0,0,0,6.864
513,422,421,3.53,0,0,0,0.2168832
514,422,423,3.11,0,0,0,0.1910784
515,422,762,0.87,0,0,0,33.408
516,422,766,3.61,0,0,0,138.624
517,423,422,3.11,0,0,0,0.1910784
518,423,424,3.43,0,0,0,0.2107392
519,423,764,0.6,0,0,0,23.04
520,423,767,4.08,0,0,0,156.672
521,424,423,3.43,0,0,0,0.2107392
522,424,425,3.31,0,0,0,0.2033664
523,424,773,1.3,0,0,0,49.92
524,424,777,3.72,0,0,0,142.848
525,425,424,3.31,0,0,0,0.2033664
526,425,426,1.71,0,0,0,0.1050624
527,425,775,2.62,0,0,0,6.288
528,425,779,1.48,0,0,0,3.552
529,426,425,1.71,0,0,0,0.1050624
530,426,427,1.11,0,0,0,0.284041649313
531,426,441,4.82,0,0,0,0.2961408
532,427,426,1.11,0,0,0,0.284041649313
533,427,428,3.5,0,0,0,0.895626822157
534,427,594,1.43,0,0,0,0.0228704706372
535,427,779,2.65,0,0,0,0.0423823406914
536,428,427,3.5,0,0,0,0.895626822157
537,428,429,0.78,0,0,0,0.199596834652
538,428,431,1.04,0,0,0,0.0638976
539,429,428,0.78,0,0,0,0.199596834652
540,429,430,0.63,0,0,0,0.161212827988
541,429,593,2.39,0,0,0,0.0514133258639
542,429,778,2.77,0,0,0,0.0595878295578
543,430,429,0.63,0,0,0,0.161212827988
544,431,428,1.04,0,0,0,0.0638976
545,431,432,3.52,0,0,0,0.2162688
546,431,593,1.27,0,0,0,0.1905
547,431,597,2.91,0,0,0,0.4365
548,432,431,3.52,0,0,0,0.2162688
549,432,433,2.62,0,0,0,0.1609728
550,432,595,3.16,0,0,0,0.295915866484
551,432,599,1.33,0,0,0,0.124546867856
552,433,432,2.62,0,0,0,0.1609728
553,433,434,2.35,0,0,0,0.144384
554,433,616,3.4,0,0,0,0.0160293429301
555,433,617,1.5,0,0,0,0.00707176893977
556,434,433,2.35,0,0,0,0.144384
557,434,435,3.07,0,0,0,0.1886208
558,434,618,4.12,0,0,0,0.024113397348
559,434,619,0.65,0,0,0,0.00380429812529
560,435,434,3.07,0,0,0,0.1886208
561,435,436,1.92,0,0,0,0.1179648
562,435,552,0.89,0,0,0,0.0833433927755
563,435,554,3.93,0,0,0,0.368021947874
564,436,435,1.92,0,0,0,0.1179648
565,436,437,3.08,0,0,0,0.1892352
566,436,496,1.02,0,0,0,0.00596982167353
567,437,436,3.08,0,0,0,0.1892352
568,437,438,4.14,0,0,0,0.2543616
569,437,554,0.62,0,0,0,0.093
570,437,556,7.18,0,0,0,1.077
571,438,437,4.14,0,0,0,0.2543616
572,438,439,2.4,0,0,0,0.147456
573,438,535,8.17,0,0,0,0.175751829418
574,438,536,2.11,0,0,0,0.1296384
575,438,540,1.68,0,0,0,0.429900874636
576,439,438,2.4,0,0,0,0.147456
577,439,440,2.53,0,0,0,0.1554432
578,439,614,2.72,0,0,0,0.0805925925926
579,439,615,1.94,0,0,0,0.0574814814815
580,440,439,2.53,0,0,0,0.1554432
581,440,441,2.63,0,0,0,0.1615872
582,440,612,2.64,0,0,0,6.336
583,440,613,1.88,0,0,0,4.512
584,441,426,4.82,0,0,0,0.2961408
585,441,440,2.63,0,0,0,0.1615872
586,441,591,3.19,0,0,0,0.0945185185185
587,441,596,0.72,0,0,0,0.0213333333333
588,442,443,3.59,0,0,0,0.918657226156
589,442,898,6.49,0,0,0,3987.456
590,442,899,2.78,0,0,0,1708.032
591,442,929,6.31,0,0,0,1.61468721366
592,443,442,3.59,0,0,0,0.918657226156
593,443,444,4.45,0,0,0,1.13872553103
594,443,897,1.3,0,0,0,798.72
595,443,898,3.98,0,0,0,2445.312
596,444,443,4.45,0,0,0,1.13872553103
597,444,445,5,0,0,0,1.2794668888
598,445,444,5,0,0,0,1.2794668888
599,445,446,6.27,0,0,0,1.60445147855
600,445,885,6.37,0,0,0,244.608
601,445,886,1.05,0,0,0,40.32
602,446,445,6.27,0,0,0,1.60445147855
603,446,447,5.78,0,0,0,1.47906372345
604,446,858,2.41,0,0,0,0.0177285233654
605,446,859,5.21,0,0,0,0.0383259778978
606,447,446,5.78,0,0,0,1.47906372345
607,447,448,3.98,0,0,0,1.01845564348
608,447,848,5.59,0,0,0,0.8385
609,447,849,1.87,0,0,0,0.2805
610,448,447,3.98,0,0,0,1.01845564348
611,448,449,3.28,0,0,0,0.2015232
612,448,664,2.78,0,0,0,0.711383590171
613,448,665,1.17,0,0,0,0.299395251978
614,449,448,3.28,0,0,0,0.2015232
615,449,450,2,0,0,0,0.12288
616,449,662,2.91,0,0,0,6.984
617,449,663,1.41,0,0,0,3.384
618,450,449,2,0,0,0,0.12288
619,450,451,1.44,0,0,0,0.0884736
620,450,453,4.56,0,0,0,0.2801664
621,450,508,3.8,0,0,0,0.233472
622,451,450,1.44,0,0,0,0.0884736
623,451,452,2.18,0,0,0,0.1339392
624,451,654,1.81,0,0,0,0.1112064
625,451,655,2.48,0,0,0,0.1523712
626,452,451,2.18,0,0,0,0.1339392
627,452,525,2.32,0,0,0,0.1425408
628,452,652,2.17,0,0,0,0.0347055393586
629,452,654,2.28,0,0,0,0.0364648063307
630,453,450,4.56,0,0,0,0.2801664
631,453,454,10.27,0,0,0,2.62802498959
632,453,650,2.82,0,0,0,1732.608
633,453,841,1.48,0,0,0,909.312
634,454,453,10.27,0,0,0,2.62802498959
635,454,455,3.23,0,0,0,0.826535610162
636,454,838,1.93,0,0,0,0.914962962963
637,454,840,2.45,0,0,0,1.16148148148
638,455,454,3.23,0,0,0,0.826535610162
639,455,456,2.7,0,0,0,0.69091211995
640,455,833,2.7,0,0,0,1.28
641,455,835,2.85,0,0,0,1.35111111111
642,456,455,2.7,0,0,0,0.69091211995
643,456,457,2.93,0,0,0,0.749767596835
644,456,834,2.01,0,0,0,0.0843483368622
645,456,836,2.41,0,0,0,0.101134075541
646,457,456,2.93,0,0,0,0.749767596835
647,457,458,1.5,0,0,0,0.383840066639
648,457,829,3.65,0,0,0,140.16
649,457,831,0.72,0,0,0,27.648
650,458,457,1.5,0,0,0,0.383840066639
651,458,459,1.43,0,0,0,0.0878592
652,458,467,5.17,0,0,0,1.32296876302
653,458,468,2.91,0,0,0,0.744649729279
654,459,458,1.43,0,0,0,0.0878592
655,459,460,4.66,0,0,0,1.19246314036
656,459,832,1.27,0,0,0,3.048
657,459,845,7.72,0,0,0,18.528
658,460,459,4.66,0,0,0,1.19246314036
659,460,461,6.3,0,0,0,1.61212827988
660,460,872,5.86,0,0,0,1.49953519367
661,460,875,2.21,0,0,0,0.565524364848
662,461,460,6.3,0,0,0,1.61212827988
663,461,462,5.39,0,0,0,1.37926530612
664,461,874,2.35,0,0,0,5.64
665,461,877,5.87,0,0,0,14.088
666,462,461,5.39,0,0,0,1.37926530612
667,462,873,3.45,0,0,0,26.1688888889
668,462,876,4.35,0,0,0,32.9955555556
669,462,927,7.78,0,0,0,1.99085047897
670,463,464,3.9,0,0,0,0.997984173261
671,463,928,15.96,0,0,0,4.08405830904
672,464,463,3.9,0,0,0,0.997984173261
673,464,465,7.21,0,0,0,1.84499125364
674,464,883,3.92,0,0,0,9.408
675,464,884,3.18,0,0,0,7.632
676,465,464,7.21,0,0,0,1.84499125364
677,465,466,5.74,0,0,0,1.46882798834
678,465,862,4.5,0,0,0,1.15152019992
679,465,881,2.48,0,0,0,0.634615576843
680,466,465,5.74,0,0,0,1.46882798834
681,466,467,5.33,0,0,0,1.36391170346
682,466,855,1.67,0,0,0,0.1026048
683,466,862,5.4,0,0,0,0.331776
684,467,458,5.17,0,0,0,1.32296876302
685,467,466,5.33,0,0,0,1.36391170346
686,467,845,2.09,0,0,0,2.0545536
687,467,855,5.88,0,0,0,5.7802752
688,468,458,2.91,0,0,0,0.744649729279
689,468,469,2.92,0,0,0,0.747208663057
690,468,829,1.33,0,0,0,1.3074432
691,468,830,2.85,0,0,0,2.801664
692,469,468,2.92,0,0,0,0.747208663057
693,469,470,2.73,0,0,0,0.698588921283
694,469,819,0.34,0,0,0,0.161185185185
695,469,824,4.01,0,0,0,1.90103703704
696,470,469,2.73,0,0,0,0.698588921283
697,470,471,4.12,0,0,0,1.05428071637
698,470,817,0.74,0,0,0,28.416
699,470,822,3.36,0,0,0,129.024
700,471,470,4.12,0,0,0,1.05428071637
701,471,472,2.92,0,0,0,0.747208663057
