node,lat,lon
97.0,41.7226550124,-87.7164437551
98.0,41.7153475111,-87.7744883488
99.0,41.6623681267,-87.7115037897
100.0,41.6705890657,-87.7732533575
101.0,41.6596278138,-87.6608691442
102.0,41.624003745,-87.8312979511
103.0,41.6230903073,-87.8881075534
104.0,41.5801587372,-87.8275929771
105.0,41.5792452995,-87.8893425448
106.0,41.6267440579,-87.709033807
107.0,41.6267440579,-87.7707833747
108.0,41.5819856125,-87.7077988157
109.0,41.5801587372,-87.768313392
110.0,41.6267440579,-87.5867696629
111.0,41.6285709333,-87.6472842393
112.0,41.5810721749,-87.5855346715
113.0,41.5810721749,-87.6460492479
114.0,41.6267440579,-87.5398399914
115.0,41.5819856125,-87.5386050001
116.0,41.5363137294,-87.7065638243
117.0,41.5363137294,-87.764608418
118.0,41.491555284,-87.7040938416
119.0,41.491555284,-87.7633734266
120.0,41.5363137294,-87.5855346715
121.0,41.5363137294,-87.6460492479
122.0,41.4924687217,-87.5842996802
123.0,41.4924687217,-87.6448142566
124.0,41.5180449762,-87.5373700087
125.0,41.9729369317,-88.193150418
126.0,41.9701966187,-88.2511950117
127.0,41.9281784863,-88.1906804353
128.0,41.9254381733,-88.2524300031
129.0,41.9738503694,-88.0770612307
130.0,41.9720234941,-88.1326358417
131.0,41.9318322369,-88.074591248
132.0,41.929091924,-88.1326358417
133.0,41.9765906824,-87.9733219569
134.0,41.9765906824,-88.0177816457
135.0,41.9318322369,-87.9609720434
136.0,41.9309187993,-88.0202516284
137.0,41.8815931655,-88.193150418
138.0,41.8815931655,-88.2524300031
139.0,41.8395750331,-88.1943854094
140.0,41.8377481578,-88.2511950117
141.0,41.8861603539,-88.0758262393
142.0,41.8843334785,-88.1326358417
143.0,41.8423153461,-88.0758262393
144.0,41.8395750331,-88.1326358417
145.0,41.8889006668,-87.9609720434
146.0,41.8861603539,-88.0165466543
147.0,41.8432287838,-87.9572670693
148.0,41.8423153461,-88.0177816457
149.0,41.79390315,-88.193150418
150.0,41.79390315,-88.2536649944
151.0,41.7500581423,-88.1919154267
152.0,41.7482312669,-88.2524300031
153.0,41.7957300253,-88.074591248
154.0,41.7957300253,-88.1326358417
155.0,41.7527984553,-88.0733562566
156.0,41.7500581423,-88.1314008503
157.0,41.7975569007,-87.9572670693
158.0,41.7975569007,-88.015311663
159.0,41.7564522059,-87.9547970866
160.0,41.7546253306,-88.0140766716
161.0,41.7107803228,-87.9856718705
162.0,42.1190869576,-88.5525329022
163.0,42.1190869576,-88.4339737322
164.0,42.1400960238,-88.2857747696
165.0,42.1419228991,-88.3450543547
166.0,42.0971644537,-88.2845397783
167.0,42.096251016,-88.346289346
168.0,42.0332238174,-88.5722927639
169.0,42.0332238174,-88.4574385679
170.0,42.0533194459,-88.3117095881
171.0,42.0514925706,-88.3697541818
172.0,42.0140416265,-88.3129445794
173.0,42.0140416265,-88.3697541818
174.0,41.9464472395,-88.5710577726
175.0,41.9482741148,-88.4574385679
176.0,41.9683697434,-88.3092396054
177.0,41.9692831811,-88.3697541818
178.0,41.9254381733,-88.3117095881
179.0,41.9226978603,-88.3685191904
180.0,41.8578437863,-88.5722927639
181.0,41.8605840993,-88.4562035766
182.0,41.8806797279,-88.3117095881
183.0,41.8788528526,-88.3685191904
184.0,41.8368347201,-88.3104745967
185.0,41.8359212825,-88.3709891731
186.0,41.7701537708,-88.5722927639
187.0,41.7728940838,-88.4549685852
188.0,41.7920762747,-88.3104745967
189.0,41.791162837,-88.367284199
190.0,41.7482312669,-88.3104745967
191.0,41.745490954,-88.367284199
192.0,42.471673895,-88.1783305218
193.0,42.4899426482,-88.0498914209
194.0,42.4881157729,-88.1116409886
195.0,42.4497513911,-88.0486564295
196.0,42.4488379534,-88.1067010232
197.0,42.4707604573,-87.9572670693
198.0,42.4890292106,-87.8510578128
199.0,42.4488379534,-87.8522928042
200.0,42.3848973171,-88.1746255477
201.0,42.404079508,-88.0474214382
202.0,42.404079508,-88.1091710059
203.0,42.3620613756,-88.0474214382
204.0,42.3611479379,-88.1091710059
205.0,42.4022526327,-87.9251572941
206.0,42.404079508,-87.9869068618
207.0,42.3611479379,-87.9276272768
208.0,42.3620613756,-87.9893768445
209.0,42.4049929457,-87.8510578128
210.0,42.3620613756,-87.8609377436
211.0,42.2962938639,-88.1770955304
212.0,42.3173029302,-88.0486564295
213.0,42.3173029302,-88.1079360146
214.0,42.2707176094,-88.0486564295
215.0,42.2734579224,-88.1079360146
216.0,42.3163894925,-87.9288622681
217.0,42.3154760548,-87.9881418532
218.0,42.2752847977,-87.9276272768
219.0,42.2725444847,-87.9893768445
220.0,42.3163894925,-87.8683476918
221.0,42.2707176094,-87.8609377436
222.0,42.2086038484,-88.1770955304
223.0,42.228699477,-88.0498914209
224.0,42.2296129146,-88.1079360146
225.0,42.1857679069,-88.0474214382
226.0,42.1830275939,-88.1079360146
227.0,42.228699477,-87.9263922854
228.0,42.2296129146,-87.9881418532
229.0,42.1866813445,-87.9276272768
230.0,42.1866813445,-87.9881418532
231.0,42.2268726017,-87.8535277955
232.0,42.1866813445,-87.8090681067
233.0,42.1839410316,-87.8683476918
234.0,42.4707604573,-88.673562055
235.0,42.4698470197,-88.5537678936
236.0,42.4680201443,-88.4364437149
237.0,42.468933582,-88.3154145622
238.0,42.471673895,-88.2363751155
239.0,42.3848973171,-88.673562055
240.0,42.3848973171,-88.555002885
241.0,42.3848973171,-88.4364437149
242.0,42.4031660704,-88.2857747696
243.0,42.404079508,-88.3450543547
244.0,42.3620613756,-88.2857747696
245.0,42.3611479379,-88.3450543547
246.0,42.3848973171,-88.2363751155
247.0,42.2981207393,-88.6723270636
248.0,42.2972073016,-88.555002885
249.0,42.2962938639,-88.4352087236
250.0,42.3173029302,-88.2857747696
251.0,42.3154760548,-88.3475243374
252.0,42.2734579224,-88.2845397783
253.0,42.2698041718,-88.346289346
254.0,42.2981207393,-88.2363751155
255.0,42.2104307237,-88.673562055
256.0,42.2104307237,-88.5537678936
257.0,42.2104307237,-88.4352087236
258.0,42.228699477,-88.287009761
259.0,42.2277860393,-88.3450543547
260.0,42.1830275939,-88.2857747696
261.0,42.1830275939,-88.346289346
262.0,42.2086038484,-88.2363751155
263.0,41.7052996968,-88.1919154267
264.0,41.7052996968,-88.2511950117
265.0,41.6605412514,-88.1919154267
266.0,41.6605412514,-88.2499600204
267.0,41.7089534475,-88.0708862739
268.0,41.7062131345,-88.1326358417
269.0,41.6632815644,-88.0696512826
270.0,41.6623681267,-88.1289308676
271.0,41.6166962437,-88.189445444
272.0,41.6139559307,-88.2474900376
273.0,41.5719377982,-88.189445444
274.0,41.5719377982,-88.2450200549
275.0,41.6194365566,-88.0671812999
276.0,41.618523119,-88.1276958762
277.0,41.5755915489,-88.0671812999
278.0,41.5737646736,-88.1264608849
279.0,41.6230903073,-87.9498571212
280.0,41.6221768696,-88.0079017148
281.0,41.5774184242,-87.9486221298
282.0,41.5755915489,-88.0079017148
283.0,41.5280927905,-88.1845054786
284.0,41.5262659152,-88.2437850636
285.0,41.4851612204,-88.1832704872
286.0,41.4833343451,-88.2437850636
287.0,41.5317465411,-88.0659463085
288.0,41.5280927905,-88.1252258935
289.0,41.486074658,-88.0634763258
290.0,41.486074658,-88.1227559108
291.0,41.5344868541,-87.9473871385
292.0,41.5326599788,-88.0041967408
293.0,41.4897284087,-87.9449171558
294.0,41.488814971,-88.0041967408
295.0,41.5354002918,-87.8263579857
296.0,41.5354002918,-87.8856375707
297.0,41.491555284,-87.8226530116
298.0,41.491555284,-87.8856375707
299.0,41.4203071464,-88.2092053057
300.0,41.4239608971,-88.091881127
301.0,41.4248743347,-87.9696169828
302.0,41.4257877724,-87.8485878301
303.0,41.4276146477,-87.73002866
304.0,41.4477102763,-87.5842996802
305.0,41.4486237139,-87.6423442739
306.0,41.4056921438,-87.5830646888
307.0,41.4056921438,-87.6435792652
308.0,41.429441523,-87.5361350174
309.0,41.3326171309,-88.2055003316
310.0,41.3353574439,-88.0881761529
311.0,41.3380977569,-87.9671470001
312.0,41.3408380698,-87.8473528387
313.0,41.3417515075,-87.726323686
314.0,41.3417515075,-87.6102344986
315.0,41.3435783828,-87.5361350174
316.0,41.2440136777,-88.2030303489
317.0,41.2467539907,-88.0832361875
318.0,41.6769831293,-88.5722927639
319.0,41.6852040683,-88.4586735593
320.0,41.68063688,-88.3376444065
321.0,41.5865528008,-88.5698227812
322.0,41.5929468645,-88.4524986025
323.0,41.5902065515,-88.3314694498
324.0,41.4988627853,-88.5673527985
325.0,41.499776223,-88.4487936285
326.0,41.502516536,-88.3289994671
327.0,41.4111727698,-88.5648828158
328.0,41.4111727698,-88.4475586371
329.0,41.4175668334,-88.3302344584
330.0,41.3234827543,-88.5574728677
331.0,41.3180021283,-88.440148689
332.0,41.3317036932,-88.325294493
333.0,41.2312255504,-88.558707859
334.0,41.2321389881,-88.440148689
335.0,41.2385330517,-88.3215895189
336.0,41.1426220973,-88.558707859
337.0,41.1444489726,-88.4413836803
338.0,41.1471892856,-88.3191195362
339.0,41.2449271154,-87.9634420261
340.0,41.2449271154,-87.8374729079
341.0,41.2449271154,-87.7213837206
342.0,41.2494943037,-87.5880046543
343.0,41.1499295986,-88.1993253748
344.0,41.1517564739,-88.0807662048
345.0,41.1161324051,-87.9634420261
346.0,41.1645446011,-87.8745226485
347.0,41.1581505375,-87.7189137378
348.0,41.1627177258,-87.5855346715
349.0,41.0430573921,-88.2092053057
350.0,41.0485380181,-88.0820011961
351.0,41.1006039648,-87.8708176745
352.0,41.0786814609,-87.785603271
353.0,41.0302692649,-87.9276272768
354.0,41.0339230155,-87.7127387811
355.0,41.0567589571,-87.5830646888
356.0,41.61030218,-87.4731504583
357.0,41.5902065515,-87.3508863142
358.0,41.5527556073,-87.2508520144
359.0,41.4769402814,-87.4595655534
360.0,41.4760268438,-87.3027216513
361.0,41.3919905789,-87.4682104929
362.0,41.3947308919,-87.3545912882
363.0,41.3947308919,-87.2372671095
364.0,41.2586286803,-87.4620355361
365.0,41.2613689933,-87.3669412018
366.0,41.2969930621,-87.2607319453
367.0,41.8989484811,-88.7143167697
368.0,42.3319179327,-88.8131160781
369.0,42.5566235975,-88.7439565622
370.0,42.5566235975,-88.6253973922
371.0,42.5566235975,-88.5080732135
372.0,42.5557101599,-88.384574078
373.0,42.5557101599,-88.2635449253
374.0,42.5557101599,-88.1474557379
375.0,42.5566235975,-88.0264265852
376.0,42.5566235975,-87.8955175016
377.0,42.7027736234,-87.9671470001
378.0,42.6790242442,-88.3092396054
379.0,42.2497085432,-88.9242653
380.0,41.8980350435,-88.8106460954
381.0,41.3508858841,-88.729136666
382.0,41.1006039648,-88.788416251
383.0,41.0403170792,-88.5624128331
384.0,40.946233,-87.9300972595
385.0,41.1380549089,-87.263201928
386.0,41.4787671568,-87.1224129135
387.0,41.5883796762,-87.1841624813
388.0,42.1537975887,-88.5525329022
389.0,42.2962938639,-88.7723613634
390.0,42.225959164,-88.7760663374
391.0,42.1126928939,-88.4364437149
392.0,42.0843763264,-88.3524643028
393.0,42.0715881992,-88.3005946659
394.0,42.0706747615,-88.2376101068
395.0,42.0715881992,-88.1919154267
396.0,42.0697613238,-88.1239909022
397.0,42.0688478862,-88.0844711788
398.0,42.0624538226,-88.0412464814
399.0,42.0578866342,-88.0301315592
400.0,42.0916838277,-88.0437164641
401.0,42.1400960238,-88.019016637
402.0,42.1601916524,-88.0326015419
403.0,42.0204356901,-88.0412464814
404.0,41.9756772447,-88.0350715246
405.0,41.9619756798,-88.0338365333
406.0,41.9318322369,-88.0511264123
407.0,41.8861603539,-88.0523614036
408.0,41.8423153461,-88.0461864468
409.0,41.8158256539,-88.0610063431
410.0,41.807604715,-88.1326358417
411.0,41.8057778396,-88.193150418
412.0,41.802124089,-88.2524300031
413.0,41.799383776,-88.3104745967
414.0,41.7975569007,-88.367284199
415.0,41.8066912773,-88.4549685852
416.0,41.8377481578,-88.5722927639
417.0,41.86423785,-88.6797370118
418.0,42.5566235975,-87.9683819915
419.0,42.474414208,-87.977026931
420.0,42.4031660704,-87.9622070347
421.0,42.3611479379,-87.942447173
422.0,42.3163894925,-87.9165123546
423.0,42.2743713601,-87.9189823373
424.0,42.228699477,-87.9078674151
425.0,42.1848544692,-87.8893425448
426.0,42.1620185277,-87.8856375707
427.0,42.155624464,-87.8683476918
428.0,42.1519707134,-87.80289315
429.0,42.16110509,-87.8090681067
430.0,42.169326029,-87.8140080722
431.0,42.1391825861,-87.7942482105
432.0,42.0953375784,-87.7670784007
433.0,42.0597135096,-87.7658434093
434.0,42.0304835044,-87.7757233402
435.0,41.9939459979,-87.7571984698
436.0,41.9674563057,-87.7522585044
437.0,41.9866384966,-87.8016581586
438.0,41.9921191226,-87.8782276226
439.0,42.0250028784,-87.8782276226
440.0,42.0597135096,-87.8782276226
441.0,42.096251016,-87.879462614
442.0,41.0430573921,-87.8844025794
443.0,41.0960367765,-87.8498228214
444.0,41.1636311635,-87.8572327696
445.0,41.2449271154,-87.8559977782
446.0,41.3408380698,-87.8090681067
447.0,41.4276146477,-87.7596684526
448.0,41.491555284,-87.7460835477
449.0,41.5363137294,-87.7460835477
450.0,41.5637168593,-87.7460835477
451.0,41.5810721749,-87.7337336341
452.0,41.6048215541,-87.709033807
453.0,41.550928732,-87.8263579857
454.0,41.5134777879,-88.0041967408
455.0,41.5098240372,-88.0647113172
456.0,41.5089105996,-88.1239909022
457.0,41.4924687217,-88.1845054786
458.0,41.4815074697,-88.2129102797
459.0,41.4741999684,-88.2388450982
460.0,41.440402775,-88.3302344584
461.0,41.3846830776,-88.4450886544
462.0,41.3718949503,-88.5611778417
463.0,41.1069980285,-88.4389136976
464.0,41.1462758479,-88.3734591558
465.0,41.2403599271,-88.2795998129
466.0,41.3116080647,-88.2055003316
467.0,41.3974712049,-88.2079703143
468.0,41.5271793528,-88.2030303489
469.0,41.5728512359,-88.1845054786
470.0,41.6166962437,-88.1783305218
471.0,41.6623681267,-88.1215209195
472.0,41.6915981319,-88.0708862739
473.0,41.7089534475,-88.0498914209
474.0,41.7537118929,-88.0486564295
475.0,41.7263087631,-87.9955518013
476.0,41.737270015,-87.9683819915
477.0,41.7655865825,-87.9115723892
478.0,41.799383776,-87.9202173287
479.0,41.8441422214,-87.9288622681
480.0,41.861497537,-87.9325672422
481.0,41.86423785,-87.9585020607
482.0,41.86423785,-87.9683819915
483.0,41.8477959721,-87.9572670693
484.0,41.8742856643,-87.900457467
485.0,41.8751991019,-87.8399428906
486.0,41.8898141045,-87.9300972595
487.0,41.9318322369,-87.9794969137
488.0,41.9528413032,-88.019016637
489.0,41.8751991019,-87.7905432364
490.0,41.8742856643,-87.7707833747
491.0,41.8788528526,-87.7226187119
492.0,41.8825066032,-87.6695140837
493.0,41.8797662902,-87.649754222
494.0,41.9053425447,-87.667044101
495.0,41.9327456746,-87.7040938416
496.0,41.9583219291,-87.7374386082
497.0,41.858757224,-87.6472842393
498.0,41.850536285,-87.6435792652
499.0,41.8432287838,-87.667044101
500.0,41.8295272188,-87.7164437551
501.0,41.8103450279,-87.7781933229
502.0,41.7893359617,-87.8362379165
503.0,41.7655865825,-87.8955175016
504.0,41.7601059565,-87.8955175016
505.0,41.7418372033,-87.8350029252
506.0,41.7144340735,-87.8090681067
507.0,41.6760696917,-87.7584334612
508.0,41.5865528008,-87.6818639972
509.0,41.5765049865,-87.6460492479
510.0,41.5774184242,-87.5855346715
511.0,41.5774184242,-87.5805947061
512.0,41.5774184242,-87.5386050001
513.0,41.5728512359,-87.4694454842
514.0,41.5691974853,-87.3706461758
515.0,41.5710243606,-87.2891367464
516.0,41.4933821593,-87.3101315995
517.0,41.3947308919,-87.3113665908
518.0,41.2887721231,-87.2854317724
519.0,41.49703591,-87.5756547407
520.0,41.4869880957,-87.573184758
521.0,41.5344868541,-87.5793597148
522.0,41.6413590605,-87.5781247234
523.0,41.7190012618,-87.6262893862
524.0,41.6705890657,-87.6645741182
525.0,41.6276574956,-87.6781590231
526.0,41.6587143761,-87.5126701816
527.0,41.6112156177,-87.4249857954
528.0,41.7665000202,-87.6077645159
529.0,41.7783747098,-87.628759369
530.0,41.7500581423,-87.6262893862
531.0,41.7948165877,-87.6336993344
532.0,41.8158256539,-87.6336993344
533.0,41.8340944071,-87.632464343
534.0,41.5929468645,-87.2953117032
535.0,41.8934678551,-87.9313322509
536.0,42.0103878758,-87.9066324238
537.0,42.0286566291,-87.9609720434
538.0,41.7957300253,-88.0696512826
539.0,41.8368347201,-88.0177816457
540.0,41.9838981837,-87.9066324238
541.0,41.6550606255,-87.5200801297
542.0,41.6020812411,-87.4237508041
543.0,41.6093887424,-87.3508863142
544.0,41.5664571723,-87.2891367464
545.0,41.7190012618,-87.6275243776
546.0,41.6550606255,-87.4533905966
547.0,42.0250028784,-87.6633391269
548.0,42.0167819395,-87.688038954
549.0,41.9902922473,-87.6522242047
550.0,41.9765906824,-87.6781590231
551.0,41.9446203642,-87.6398742912
552.0,42.0030803745,-87.7337336341
553.0,41.9729369317,-87.7152087638
554.0,42.0003400616,-87.7917782278
555.0,41.9610622421,-87.8152430635
556.0,41.9510144278,-87.7547284871
557.0,41.9080828577,-87.7522585044
558.0,41.9135634837,-87.7152087638
559.0,41.8834200409,-87.709033807
560.0,41.9418800512,-87.7028588502
561.0,41.915390359,-87.6682790923
562.0,41.8870737915,-87.6559291788
563.0,41.9135634837,-87.6238194035
564.0,41.8916409798,-87.6164094554
565.0,41.8697184759,-87.61146949
566.0,41.8514497227,-87.7065638243
567.0,41.8651512876,-87.6583991615
568.0,41.8468825344,-87.6077645159
569.0,41.8340944071,-87.649754222
570.0,41.8295272188,-87.7028588502
571.0,41.799383776,-87.7609034439
572.0,41.7920762747,-87.6991538762
573.0,41.7884225241,-87.6460492479
574.0,41.8167390916,-87.5991195764
575.0,41.7738075215,-87.5867696629
576.0,41.7564522059,-87.7003888675
577.0,41.7445775163,-87.6411092825
578.0,41.7116937605,-87.6658091096
579.0,41.6824637553,-87.6065295246
580.0,41.7208281371,-87.6052945332
581.0,41.7509715799,-87.5435449655
582.0,41.6961653202,-87.5398399914
583.0,41.9948594356,-87.904162441
584.0,42.1291347719,-88.1820354958
585.0,42.1492304004,-88.0350715246
586.0,42.1492304004,-88.0968210924
587.0,42.1053853927,-88.0350715246
588.0,42.1053853927,-88.095586101
589.0,42.1483169628,-87.9152773632
590.0,42.1492304004,-87.9757919396
591.0,42.1053853927,-87.9152773632
592.0,42.1035585173,-87.977026931
593.0,42.1492304004,-87.7967181932
594.0,42.1492304004,-87.8559977782
595.0,42.1053853927,-87.7979531845
596.0,42.1053853927,-87.8559977782
597.0,42.1464900874,-87.7460835477
598.0,42.0944241407,-87.6868039626
599.0,42.1035585173,-87.7374386082
600.0,42.0642806979,-88.1783305218
601.0,42.0624538226,-88.2400800895
602.0,42.0250028784,-88.1783305218
603.0,42.0250028784,-88.2400800895
604.0,42.0670210109,-88.0622413344
605.0,42.0651941355,-88.1202859281
606.0,42.0295700667,-88.0622413344
607.0,42.0277431914,-88.1202859281
608.0,42.0679344485,-87.9486221298
609.0,42.0670210109,-88.0054317321
610.0,42.0304835044,-87.9486221298
611.0,42.0295700667,-88.0041967408
612.0,42.0688478862,-87.8325329425
613.0,42.0688478862,-87.8905775361
614.0,42.034137255,-87.8325329425
615.0,42.0332238174,-87.8893425448
616.0,42.0679344485,-87.7102687984
617.0,42.0697613238,-87.7732533575
618.0,42.039617881,-87.7127387811
619.0,42.039617881,-87.7720183661
620.0,42.0688478862,-87.6719840664
621.0,42.04783882,-87.6719840664
622.0,41.9893788096,-87.8658777091
623.0,41.9446203642,-87.8905775361
624.0,41.9400531759,-87.8312979511
625.0,41.97750412,-87.8127730808
626.0,41.8998619188,-87.8275929771
627.0,41.8989484811,-87.8893425448
628.0,41.8569303487,-87.8275929771
629.0,41.8541900357,-87.8856375707
630.0,41.9007753564,-87.785603271
631.0,41.8569303487,-87.764608418
632.0,41.8121719033,-87.823888003
633.0,41.8103450279,-87.883167588
634.0,41.7674134578,-87.823888003
635.0,41.7655865825,-87.883167588
636.0,41.8240465929,-87.7670784007
637.0,41.7674134578,-87.764608418
638.0,41.6715025034,-87.9683819915
639.0,41.7235684501,-87.8214180203
640.0,41.7217415748,-87.8806976053
641.0,41.677896567,-87.8201830289
642.0,41.677896567,-87.8782276226
643.0,41.731789389,-87.7040938416
644.0,41.7244818877,-87.7621384353
645.0,41.6715025034,-87.6991538762
646.0,41.6797234423,-87.7609034439
647.0,41.6687621904,-87.6485192306
648.0,41.6331381216,-87.8189480376
649.0,41.6322246839,-87.8757576399
650.0,41.5892931138,-87.8152430635
651.0,41.5883796762,-87.8769926312
652.0,41.6358784346,-87.6966838935
653.0,41.6358784346,-87.7584334612
654.0,41.5911199891,-87.6954489021
655.0,41.5892931138,-87.7559634785
656.0,41.6358784346,-87.5744197494
657.0,41.6377053099,-87.6349343257
658.0,41.5902065515,-87.573184758
659.0,41.5902065515,-87.6336993344
660.0,41.6358784346,-87.5274900779
661.0,41.5911199891,-87.5262550865
662.0,41.5454481061,-87.6942139108
663.0,41.5454481061,-87.7522585044
664.0,41.5006896606,-87.691743928
665.0,41.5006896606,-87.7510235131
666.0,41.5454481061,-87.573184758
667.0,41.5454481061,-87.6336993344
668.0,41.5016030983,-87.5719497666
669.0,41.5016030983,-87.632464343
670.0,41.5271793528,-87.5250200952
671.0,41.9820713083,-88.1808005045
672.0,41.9793309953,-88.2388450982
673.0,41.9373128629,-88.1783305218
674.0,41.9345725499,-88.2400800895
675.0,41.982984746,-88.0647113172
676.0,41.9811578707,-88.1202859281
677.0,41.9409666136,-88.0622413344
678.0,41.9382263006,-88.1202859281
679.0,41.985725059,-87.9609720434
680.0,41.985725059,-88.0054317321
681.0,41.9409666136,-87.9486221298
682.0,41.9400531759,-88.0079017148
683.0,41.8907275422,-88.1808005045
684.0,41.8907275422,-88.2400800895
685.0,41.8487094097,-88.1820354958
686.0,41.8468825344,-88.2388450982
687.0,41.8952947305,-88.0634763258
688.0,41.8934678551,-88.1202859281
689.0,41.8514497227,-88.0634763258
690.0,41.8487094097,-88.1202859281
691.0,41.8980350435,-87.9486221298
692.0,41.8952947305,-88.0041967408
693.0,41.8523631604,-87.9449171558
694.0,41.8514497227,-88.0054317321
695.0,41.8030375266,-88.1808005045
696.0,41.8030375266,-88.2413150809
697.0,41.7591925189,-88.1795655131
698.0,41.7573656436,-88.2400800895
699.0,41.804864402,-88.0622413344
700.0,41.804864402,-88.1202859281
701.0,41.7619328319,-88.0610063431
702.0,41.7591925189,-88.1190509368
703.0,41.8066912773,-87.9449171558
704.0,41.8066912773,-88.0029617494
705.0,41.7655865825,-87.942447173
706.0,41.7637597072,-88.0017267581
707.0,41.7199146994,-87.9733219569
708.0,42.1282213342,-88.5401829887
709.0,42.1282213342,-88.4216238187
710.0,42.1492304004,-88.2734248561
711.0,42.1510572757,-88.3327044411
712.0,42.1062988303,-88.2721898647
713.0,42.1053853927,-88.3339394325
714.0,42.042358194,-88.5599428504
715.0,42.042358194,-88.4450886544
716.0,42.0624538226,-88.2993596745
717.0,42.0606269472,-88.3574042682
718.0,42.0231760031,-88.3005946659
719.0,42.0231760031,-88.3574042682
720.0,41.9555816161,-88.558707859
721.0,41.9574084915,-88.4450886544
722.0,41.97750412,-88.2968896918
723.0,41.9784175577,-88.3574042682
724.0,41.9345725499,-88.2993596745
725.0,41.9318322369,-88.3561692769
726.0,41.866978163,-88.5599428504
727.0,41.8697184759,-88.443853663
728.0,41.8898141045,-88.2993596745
729.0,41.8879872292,-88.3561692769
730.0,41.8459690967,-88.2981246832
731.0,41.8450556591,-88.3586392596
732.0,41.7792881474,-88.5599428504
733.0,41.7820284604,-88.4426186717
734.0,41.8012106513,-88.2981246832
735.0,41.8002972137,-88.3549342855
736.0,41.7573656436,-88.2981246832
737.0,41.7546253306,-88.3549342855
738.0,42.4808082716,-88.1659806082
739.0,42.4990770248,-88.0375415074
740.0,42.4972501495,-88.0992910751
741.0,42.4588857677,-88.036306516
742.0,42.4579723301,-88.0943511097
743.0,42.4798948339,-87.9449171558
744.0,42.4981635872,-87.8387078993
